league_id,name,tournament_type,status,description,registration_start_date,registration_end_date,tournament_start_date,tournament_end_date,youtube_url,twitch_url_1,twitch_url_2,winning_team_id,winning_team_name,popd_kernel_1_player_id,popd_kernel_1_player_name,popd_kernel_2_player_id,popd_kernel_2_player_name,staff_count,team_count,player_count,match_count,player_match_stats_count,prize_pool
18401,Kernel Kup 9,heaps_n_hooks,completed,First ever 1v1 Pudge Tournament!,null,null,07/03/2025,07/03/2025,Kernel Kup 9 | Heaps n' Hooks,https://www.twitch.tv/kernelkup_tv1,null,null,Elliott Jewelers,12096575,Bojangles,null,null,3,8,8,10,20,0
