league_id,name,tournament_type,status,description,registration_start_date,registration_end_date,tournament_start_date,tournament_end_date,youtube_url,twitch_url_1,twitch_url_2,winning_team_id,winning_team_name,popd_kernel_1_player_id,popd_kernel_1_player_name,popd_kernel_2_player_id,popd_kernel_2_player_name,staff_count,team_count,player_count,match_count,player_match_stats_count,prize_pool
18252,Kernel Ku 8 ,kernel_kup,completed,Kernel Kup 8 was a bust,null,null,06/07/2025,06/07/2025,null,null,null,null,Tiny Corn Energy,20413194,.4leks...,null,null,4,2,10,3,30,0
