team_id,team_name,team_tag,team_captain_id,team_captain,team_coach_id,team_coach_name
9658546,CornHub,CHUB,237313649,Mavi,null,null
,,,,,,
null,Tiny Corn Energy,TCE,20413194,.4leks...,null,null
