team_id,team_name,team_tag,team_captain_id,team_captain,team_coach_id,team_coach_name
9397114,Anti-Mage Enjoyers,FPAM,32846586,Dr Clayton,null,null
,,,,,,
9400971,Mutha Shuckas,SHUCK,52899534,Roctopus,null,null
