series_id,match_id,game_mode,radiant_team_id,radiant_team_name,radiant_team_score,dire_team_id,dire_team_name,dire_team_score,match_length,match_time,match_date,winning_team_id,winning_team_name
2534231,7673825026,captains_mode,9397114,Anti-Mage Enjoyers,51,9400971,Mutha Shuckas,20,2066,4:23 PM,04/06/2024,9397114,Anti-Mage Enjoyers
2534231,7673878717,captains_mode,9397114,Anti-Mage Enjoyers,29,9400971,Mutha Shuckas,14,2173,5:30 PM,04/06/2024,9397114,Anti-Mage Enjoyers
