steam_id,staff_name,role,twitch_channel_url,youtube_channel_url,linktree_url
237313649,Mavi,Producer,https://www.twitch.tv/the_corn_field,https://www.youtube.com/@TheCornField_,https://linktr.ee/TheCornField
