league_id,name,tournament_type,status,description,registration_start_date,registration_end_date,tournament_start_date,tournament_end_date,youtube_url,twitch_url_1,twitch_url_2,winning_team_id,winning_team_name,popd_kernel_1_player_id,popd_kernel_1_player_name,popd_kernel_2_player_id,popd_kernel_2_player_name,staff_count,team_count,player_count,match_count,player_match_stats_count,prize_pool
null,Kernel Kup 2,kernel_kup,archived,The 2nd ever KKUP!,null,null,11/03/2023,11/03/2023,Kernel Kup 2 The Movie,https://www.twitch.tv/kernelkup_tv1,null,null,Elliott Jewelers,176598507,Stainless,null,null,3,3,16,5,50,0
