team_id,team_name,team_tag,team_captain_id,team_captain,team_coach_id,team_coach_name
9400971,Mutha Shuckas,SHUCK,52899534,Roctopus,null,null
,,,,,,
3212656,Big Dick LaNm,BDLN,70081477,Board Man Gets Paid,null,null
,,,,,,
8476119,CaramellRoshan,CaraRosh,31649623,Moumpt,null,null
