match_id,team_id,team_name,player_id,player_name,hero,kills,deaths,assists,net_worth,last_hits,denies,gpm,xpm
991,3212656,Big Dick LaNm,70081477,Board Man Gets Paid,Windranger,9,4,12,19280,null,null,null,null
991,3212656,Big Dick LaNm,124479422,Derk,Lich,1,10,15,11717,null,null,null,null
991,3212656,Big Dick LaNm,12096575,Bojangles,Lifestealer,10,3,16,28957,null,null,null,null
991,3212656,Big Dick LaNm,121916760,Kiragos,Vengeful Spirit,2,7,15,12999,null,null,null,null
991,3212656,Big Dick LaNm,63826936,Sarah,Razor,8,8,14,22856,null,null,null,null
991,9400971,Mutha Shuckas,52899534,Roctopus,Disruptor,4,4,21,11878,null,null,null,null
991,9400971,Mutha Shuckas,39058303,Chhampion,Mars,5,9,13,10698,null,null,null,null
991,9400971,Mutha Shuckas,192347173,Ms Anthrope,Lion,5,8,13,9271,null,null,null,null
991,9400971,Mutha Shuckas,145749278,Replayz,Hoodwink,7,4,20,17575,null,null,null,null
991,9400971,Mutha Shuckas,85522662,FancyPants,Phantom Assassin,9,6,7,20334,null,null,null,null
,,,,,,,,,,,,,
7369357917,8476119,CaramellRoshan,20720988,W.Stallion,Grimstroke,5,6,16,13252,106,16,420,463
7369357917,8476119,CaramellRoshan,102620357,C Squad,Invoker,11,2,13,19928,172,11,570,610
7369357917,8476119,CaramellRoshan,208895278,businessCasual,Pudge,8,7,15,12699,51,4,384,490
7369357917,8476119,CaramellRoshan,31649623,Moumpt,Abaddon,2,5,15,9857,37,4,316,489
7369357917,8476119,CaramellRoshan,32846586,Dr Clayton,Clinkz,9,2,10,18097,174,15,517,615
7369357917,9400971,Mutha Shuckas,52899534,Roctopus,Rubick,3,5,17,10977,91,4,327,483
7369357917,9400971,Mutha Shuckas,39058303,Chhampion,Sand King,3,5,14,9951,108,1,321,358
7369357917,9400971,Mutha Shuckas,192347173,Ms Anthrope,Crystal Maiden,5,12,7,6073,28,0,218,283
7369357917,9400971,Mutha Shuckas,145749278,Replayz,Necrophos,7,7,8,13567,160,7,394,505
7369357917,9400971,Mutha Shuckas,85522662,FancyPants,Drow Ranger,4,6,6,14051,231,10,452,530
,,,,,,,,,,,,,
7369392996,3212656,Big Dick LaNm,70081477,Board Man Gets Paid,Sniper,11,7,10,22037,283,13,533,625
7369392996,3212656,Big Dick LaNm,124479422,Derk,Omniknight,1,13,11,8053,27,3,212,428
7369392996,3212656,Big Dick LaNm,12096575,Bojangles,Weaver,17,9,10,26324,357,6,689,885
7369392996,3212656,Big Dick LaNm,121916760,Kiragos,Vengeful Spirit,5,12,8,12059,111,1,300,533
7369392996,3212656,Big Dick LaNm,63826936,Sarah,Razor,3,11,17,17956,223,26,432,505
7369392996,8476119,CaramellRoshan,20720988,W.Stallion,Axe,16,12,17,25364,222,0,574,740
7369392996,8476119,CaramellRoshan,102620357,C Squad,Kunkka,5,7,28,20710,256,2,531,708
7369392996,8476119,CaramellRoshan,208895278,businessCasual,Snapfire,9,7,26,19253,123,2,457,682
7369392996,8476119,CaramellRoshan,31649623,Moumpt,Oracle,2,7,28,14522,49,1,360,579
7369392996,8476119,CaramellRoshan,32846586,Dr Clayton,Viper,19,4,18,28046,235,23,622,764
