league_id,name,tournament_type,status,description,registration_start_date,registration_end_date,tournament_start_date,tournament_end_date,youtube_url,twitch_url_1,twitch_url_2,winning_team_id,winning_team_name,popd_kernel_1_player_id,popd_kernel_1_player_name,popd_kernel_2_player_id,popd_kernel_2_player_name,staff_count,team_count,player_count,match_count,player_match_stats_count,prize_pool
16273,Kernel Kup 5,kernel_kup,completed,Our most successful kkup yet!,null,null,03/01/2024,03/02/2024,Kernel Kup 5 The Movie,https://www.twitch.tv/kernelkup_tv1,https://www.twitch.tv/kernelkup_tv2,9359693,Foop City,122928435,SHADOW MOSES,null,null,6,6,30,9,90,70
