league_id,name,tournament_type,status,description,registration_start_date,registration_end_date,tournament_start_date,tournament_end_date,youtube_url,twitch_url_1,twitch_url_2,winning_team_id,winning_team_name,popd_kernel_1_player_id,popd_kernel_1_player_name,popd_kernel_2_player_id,popd_kernel_2_player_name,staff_count,team_count,player_count,match_count,player_match_stats_count,prize_pool
16767,Kernel Kup 7,kernel_kup,completed,The 7th KKUP,null,null,01/17/2025,01/17/2025,https://youtu.be/oOpod0s_nTw,https://www.twitch.tv/kernelkup_tv1,null,9658549,Nebraska Cornhuskers,452702024,CGarty,null,null,2,2,10,3,30,0
