team_id,team_name,team_tag,team_captain_id,team_captain,team_coach_id,team_coach_name
9658546,Cornhub,CHUB,237313649,Mavi,null,null
,,,,,,
9658549,Nebraska Cornhuskers,Iowa-Sucks,71794697,Z.T. Pastamancer,null,null
