series_id,match_id,game_mode,radiant_team_id,radiant_team_name,radiant_team_score,dire_team_id,dire_team_name,dire_team_score,match_length,match_time,match_date,winning_team_id,winning_team_name
2511618,7566639664,captains_mode,8970463,Pizzadog Academy,19,9239539,Eat A Frosted Donut,41,2031,6:12 PM,02/02/2024,9239539,Eat A Frosted Donut
2511618,7566675474,captains_mode,8970463,Pizzadog Academy,43,9239539,Eat A Frosted Donut,34,3433,7:09 PM,02/02/2024,8970463,Pizzadog Academy
2511618,7566734828,captains_mode,8970463,Pizzadog Academy,27,9239539,Eat A Frosted Donut,39,2733,8:31 PM,02/02/2024,9239539,Eat A Frosted Donut
2511618,7566784088,captains_mode,8970463,Pizzadog Academy,34,9239539,Eat A Frosted Donut,42,3109,9:35 PM,02/02/2024,9239539,Eat A Frosted Donut
