team_id,team_name,team_tag,team_captain_id,team_captain,team_coach_id,team_coach_name
9239539,Eat A Frosted Donut,EAFD,162920467,EsKetIt!!,null,null
,,,,,,
8970463,Pizzadog Academy,PizzadogA,104775701,Sparkling Animated Storytelling,null,null
